Customer ID;Age;Gender;Location;Subscription Status;Previous Purchases;Preferred Payment Method;Frequency of Purchases
5667;48;Male;California;Yes;31;Debit Card;Annually
6982;42;Male;Iowa;Yes;18;Venmo;Annually
7882;19;Male;West Virginia;Yes;15;Venmo;Monthly
1203;60;Male;Washington;Yes;7;Bank Transfer;Every 3 Months
8457;32;Male;Missouri;Yes;35;Bank Transfer;Fortnightly
9304;26;Male;New York;Yes;35;Bank Transfer;Monthly
5978;25;Male;Connecticut;Yes;19;Credit Card;Monthly
4579;66;Male;Virginia;Yes;26;Credit Card;Fortnightly
7561;45;Male;Missouri;Yes;39;PayPal;Fortnightly
8073;54;Male;Nebraska;Yes;22;Credit Card;Weekly
2901;37;Male;New Jersey;Yes;14;Cash;Bi-Weekly
4708;54;Male;Utah;Yes;50;Debit Card;Fortnightly
1877;50;Male;North Carolina;Yes;33;Credit Card;Quarterly
7091;25;Male;Rhode Island;Yes;48;Debit Card;Every 3 Months
8257;47;Male;Arkansas;Yes;48;PayPal;Monthly
2293;63;Male;Maryland;Yes;27;PayPal;Fortnightly
9053;64;Male;South Carolina;Yes;27;Bank Transfer;Weekly
4381;18;Male;Ohio;Yes;20;Venmo;Weekly
6007;59;Male;Illinois;Yes;48;Venmo;Every 3 Months
9582;37;Male;Georgia;Yes;29;Venmo;Weekly
6212;23;Male;Alabama;Yes;99999;PayPal;Monthly
7803;54;Male;Oklahoma;Yes;25;Cash;Quarterly
7234;38;Male;Vermont;Yes;25;PayPal;Weekly
1239;19;Male;Nebraska;Yes;37;Debit Card;Every 3 Months
4511;34;Male;Georgia;Yes;16;Cash;Quarterly
5933;21;Male;Alabama;Yes;30;Debit Card;Bi-Weekly
3933;50;Male;Minnesota;Yes;6;Cash;Every 3 Months
1092;55;Male;Missouri;Yes;36;Bank Transfer;Quarterly
1445;20;Male;Georgia;Yes;3;Bank Transfer;Quarterly
1235;34;Male;West Virginia;Yes;29;PayPal;Every 3 Months
8865;62;Male;Arkansas;Yes;15;Cash;Quarterly
4070;21;Male;Ohio;Yes;18;Debit Card;Annually
5705;21;Male;Connecticut;Yes;2;Debit Card;Fortnightly
3479;42;Male;North Dakota;Yes;99999;Debit Card;Weekly
4767;35;Male;Kansas;Yes;48;Venmo;Annually
5803;39;Male;Iowa;Yes;43;Venmo;Monthly
6787;68;Male;Vermont;Yes;30;Debit Card;Bi-Weekly
1063;46;Male;Wisconsin;Yes;10;PayPal;Fortnightly
7048;41;Male;Connecticut;Yes;11;Venmo;Annually
4811;23;Male;Oklahoma;Yes;12;Debit Card;Weekly
3849;68;Male;Missouri;Yes;28;Bank Transfer;Quarterly
2944;48;Male;Tennessee;Yes;36;Debit Card;Fortnightly
1066;38;Male;New Mexico;Yes;37;Venmo;Every 3 Months
6977;41;Male;Iowa;Yes;22;Credit Card;Quarterly
8938;58;Male;Maine;Yes;32;Venmo;Weekly
5039;49;Male;South Dakota;Yes;40;PayPal;Annually
6628;57;Male;Colorado;Yes;47;Cash;Monthly
9999;49;Male;Vermont;Yes;24;Credit Card;Bi-Weekly
5094;50;Male;Michigan;Yes;11;Debit Card;Weekly
3809;28;Male;Nevada;Yes;19;Cash;Bi-Weekly
8706;38;Male;Indiana;Yes;99999;Debit Card;Weekly
7259;33;Male;Michigan;Yes;99999;Debit Card;Fortnightly
2144;30;Male;California;Yes;31;Venmo;Fortnightly
7053;43;Male;Oklahoma;Yes;31;Cash;Weekly
5355;43;Male;Iowa;Yes;27;Bank Transfer;Monthly
4976;36;Male;Rhode Island;Yes;24;PayPal;Monthly
2044;36;Male;Washington;Yes;99999;Venmo;Every 3 Months
5315;64;Male;Florida;Yes;21;Venmo;Annually
4635;59;Male;South Carolina;Yes;8;PayPal;Fortnightly
9389;55;Male;West Virginia;Yes;26;Bank Transfer;Quarterly
5027;42;Male;Missouri;Yes;26;PayPal;Annually
6107;61;Male;Maine;Yes;9;Cash;Bi-Weekly
9704;28;Male;Georgia;Yes;48;Debit Card;Annually
8423;65;Male;Maine;Yes;33;Debit Card;Fortnightly
2994;27;Male;Illinois;Yes;31;PayPal;Quarterly
4644;41;Male;Delaware;Yes;17;Debit Card;Weekly
3154;21;Male;West Virginia;Yes;22;Venmo;Annually
2852;61;Male;Hawaii;Yes;8;PayPal;Annually
3228;19;Male;New York;Yes;99999;Bank Transfer;Monthly
4674;22;Male;New Mexico;Yes;45;Venmo;Annually
5882;64;Male;Indiana;Yes;47;PayPal;Quarterly
9754;28;Male;Kentucky;Yes;7;Cash;Monthly
6120;34;Male;West Virginia;Yes;19;Debit Card;Bi-Weekly
8029;61;Male;North Dakota;Yes;44;Cash;Every 3 Months
6662;24;Male;Oregon;Yes;16;Venmo;Every 3 Months
3456;19;Male;Minnesota;Yes;17;Bank Transfer;Quarterly
5049;51;Male;South Carolina;Yes;20;Debit Card;Quarterly
1533;36;Male;Vermont;Yes;50;Bank Transfer;Annually
1518;65;Male;Minnesota;Yes;37;Cash;Quarterly
5343;46;Male;Delaware;Yes;5;PayPal;Quarterly
8746;59;Male;Pennsylvania;Yes;44;PayPal;Annually
4232;51;Male;Iowa;Yes;41;Debit Card;Monthly
1863;51;Male;New Jersey;Yes;19;Cash;Monthly
1836;21;Male;South Carolina;Yes;47;Bank Transfer;Every 3 Months
9443;34;Male;Maryland;Yes;40;Cash;Annually
4005;32;Male;California;Yes;6;Credit Card;Monthly
3088;48;Male;Montana;Yes;25;Credit Card;Bi-Weekly
1532;50;Male;Vermont;Yes;42;Cash;Weekly
8338;26;Male;Texas;Yes;35;Bank Transfer;Every 3 Months
4259;57;Male;North Carolina;Yes;17;Debit Card;Weekly
6879;65;Male;Florida;Yes;99999;PayPal;Quarterly
3870;56;Male;West Virginia;Yes;99999;Bank Transfer;Weekly
3829;44;Male;Illinois;Yes;16;Debit Card;Every 3 Months
6695;50;Male;Virginia;Yes;14;Debit Card;Annually
1987;27;Male;Virginia;Yes;43;Cash;Weekly
1100;49;Male;Wyoming;Yes;49;Debit Card;Weekly
4415;49;Male;South Carolina;Yes;33;Cash;Every 3 Months
6678;52;Male;Connecticut;Yes;45;Cash;Bi-Weekly
2914;27;Male;Illinois;Yes;35;Cash;Bi-Weekly
5449;53;Male;Alabama;Yes;11;Credit Card;Monthly
1732;34;Male;Washington;Yes;30;Bank Transfer;Every 3 Months
3573;33;Male;Alabama;Yes;48;Debit Card;Annually
7559;62;Male;New Mexico;Yes;45;Venmo;Bi-Weekly
9184;38;Male;Nevada;Yes;26;Venmo;Weekly
2176;36;Male;Nebraska;Yes;41;Debit Card;Every 3 Months
7741;31;Male;Arizona;Yes;37;Venmo;Bi-Weekly
6179;62;Male;Georgia;Yes;12;PayPal;Weekly
8418;29;Male;Idaho;Yes;27;Cash;Bi-Weekly
2251;24;Male;Missouri;Yes;18;Bank Transfer;Weekly
6074;63;Male;Florida;Yes;15;Credit Card;Quarterly
5920;56;Male;Minnesota;Yes;34;Bank Transfer;Weekly
7580;63;Male;Maine;Yes;37;Venmo;Annually
4228;40;Male;Montana;Yes;21;Cash;Fortnightly
3165;18;Male;Alaska;Yes;31;Debit Card;Weekly
4356;50;Male;Iowa;Yes;43;Debit Card;Every 3 Months
9183;66;Male;Arizona;Yes;22;Bank Transfer;Monthly
9232;25;Male;Louisiana;Yes;12;Debit Card;Annually
1471;65;Male;Alabama;Yes;25;PayPal;Fortnightly
4047;53;Male;Missouri;Yes;40;Debit Card;Annually
8526;61;Male;Idaho;Yes;16;Debit Card;Quarterly
4474;67;Male;Florida;Yes;30;Bank Transfer;Weekly
6442;59;Male;Idaho;Yes;99999;Venmo;Weekly
7496;55;Male;Alabama;Yes;1;Debit Card;Fortnightly
9631;21;Male;New Hampshire;Yes;24;Venmo;Fortnightly
1852;44;Male;Utah;Yes;36;PayPal;Monthly
5336;65;Male;Alabama;Yes;46;Credit Card;Every 3 Months
7576;65;Male;Iowa;Yes;20;Cash;Annually
2583;54;Male;Kentucky;Yes;37;Venmo;Weekly
7291;56;Male;South Carolina;Yes;26;Bank Transfer;Annually
2521;58;Male;California;Yes;23;Credit Card;Bi-Weekly
7695;54;Male;Maine;Yes;20;Bank Transfer;Bi-Weekly
6546;58;Male;Nebraska;Yes;38;PayPal;Monthly
5116;48;Male;Washington;Yes;5;Credit Card;Every 3 Months
1676;19;Male;Alabama;Yes;41;Venmo;Annually
8319;69;Male;Maine;Yes;22;Credit Card;Fortnightly
7025;58;Male;California;Yes;48;Credit Card;Annually
4178;49;Male;Iowa;Yes;10;PayPal;Weekly
9727;32;Male;Iowa;Yes;12;Bank Transfer;Every 3 Months
3772;40;Male;Colorado;Yes;2;Bank Transfer;Quarterly
1184;25;Male;California;Yes;38;PayPal;Monthly
5362;70;Male;Indiana;Yes;20;Debit Card;Monthly
5351;69;Male;South Carolina;Yes;5;Cash;Every 3 Months
6228;45;Male;Wisconsin;Yes;99999;Venmo;Annually
5752;29;Male;Washington;Yes;48;Debit Card;Every 3 Months
5747;47;Male;South Dakota;Yes;9;Debit Card;Quarterly
3408;28;Male;Minnesota;Yes;40;PayPal;Annually
6303;64;Male;Alaska;Yes;30;Venmo;Fortnightly
5436;47;Male;Kentucky;Yes;6;Debit Card;Bi-Weekly
9224;60;Male;North Dakota;Yes;99999;Venmo;Every 3 Months
7929;67;Male;Alaska;Yes;9;PayPal;Every 3 Months
6092;35;Male;Oklahoma;Yes;6;Debit Card;Monthly
7493;30;Male;Delaware;Yes;47;PayPal;Quarterly
8490;23;Male;Montana;Yes;36;Venmo;Annually
9981;70;Male;Alaska;Yes;19;Bank Transfer;Fortnightly
9586;21;Male;California;Yes;30;Cash;Every 3 Months
5240;51;Male;Massachusetts;Yes;27;Debit Card;Every 3 Months
6109;22;Male;South Carolina;Yes;25;Venmo;Monthly
8462;32;Male;West Virginia;Yes;5;Cash;Fortnightly
4761;37;Male;Oregon;Yes;10;Cash;Every 3 Months
9638;31;Male;Massachusetts;Yes;26;PayPal;Every 3 Months
5661;44;Male;West Virginia;Yes;11;Credit Card;Every 3 Months
9617;40;Male;California;Yes;17;Bank Transfer;Weekly
5774;27;Male;Colorado;Yes;44;PayPal;Monthly
8200;47;Male;Indiana;Yes;44;Cash;Monthly
5218;41;Male;Delaware;Yes;21;Venmo;Every 3 Months
2881;51;Male;Ohio;Yes;49;Credit Card;Fortnightly
2997;53;Male;Oklahoma;Yes;27;Bank Transfer;Every 3 Months
2480;43;Male;California;Yes;19;Cash;Monthly
4553;67;Male;New Hampshire;Yes;33;Credit Card;Quarterly
2140;61;Male;Pennsylvania;Yes;46;Cash;Bi-Weekly
4017;68;Male;Idaho;Yes;21;Credit Card;Bi-Weekly
8379;67;Male;Maryland;Yes;23;Venmo;Annually
7642;29;Male;Pennsylvania;Yes;38;Credit Card;Every 3 Months
8317;50;Male;Colorado;Yes;2;Bank Transfer;Quarterly
3223;61;Male;Indiana;Yes;21;Debit Card;Bi-Weekly
9547;19;Male;Nebraska;Yes;1;Debit Card;Every 3 Months
3467;33;Male;Rhode Island;Yes;10;Venmo;Every 3 Months
4727;51;Male;Kansas;Yes;45;Credit Card;Weekly
1582;69;Male;Georgia;Yes;44;Bank Transfer;Fortnightly
4369;19;Male;Nevada;Yes;48;PayPal;Bi-Weekly
1001;55;Male;South Carolina;Yes;21;PayPal;Annually
5670;49;Male;Delaware;Yes;1;Venmo;Weekly
4497;31;Male;New Hampshire;Yes;10;Venmo;Annually
2366;42;Male;Oregon;Yes;24;PayPal;Monthly
3347;69;Male;Massachusetts;Yes;29;Credit Card;Monthly
8871;26;Male;Vermont;Yes;11;Debit Card;Annually
4042;41;Male;Mississippi;Yes;33;Debit Card;Annually
4163;55;Male;Washington;Yes;27;Cash;Fortnightly
7436;35;Male;Wyoming;Yes;19;Venmo;Fortnightly
9577;66;Male;Minnesota;Yes;50;Debit Card;Quarterly
1466;36;Male;Ohio;Yes;99999;PayPal;Weekly
3948;27;Male;South Carolina;Yes;28;Cash;Quarterly
4082;41;Male;Wisconsin;Yes;14;Bank Transfer;Every 3 Months
9360;21;Male;Tennessee;Yes;46;Cash;Fortnightly
2230;53;Male;Maryland;Yes;41;PayPal;Monthly
2002;54;Male;Mississippi;Yes;50;Credit Card;Annually
2330;53;Male;Minnesota;Yes;28;Debit Card;Fortnightly
1012;47;Male;Alaska;Yes;23;Credit Card;Every 3 Months
7771;64;Male;Arkansas;Yes;14;Debit Card;Bi-Weekly
2793;18;Male;Oregon;Yes;10;Bank Transfer;Every 3 Months
1830;68;Male;Louisiana;Yes;37;Cash;Weekly
8103;62;Male;Oklahoma;Yes;99999;Venmo;Bi-Weekly
4064;51;Male;Indiana;Yes;19;Venmo;Bi-Weekly
4307;54;Male;Mississippi;Yes;23;Credit Card;Fortnightly
1436;22;Male;Michigan;Yes;35;Credit Card;Weekly
2534;53;Male;Delaware;Yes;33;PayPal;Every 3 Months
1366;34;Male;Florida;Yes;99999;Bank Transfer;Annually
1429;32;Male;Arkansas;Yes;41;Venmo;Fortnightly
5165;64;Male;Minnesota;Yes;27;Venmo;Weekly
9041;20;Male;North Dakota;Yes;45;Cash;Fortnightly
5917;24;Male;California;Yes;23;Venmo;Annually
1754;20;Male;Mississippi;Yes;19;Venmo;Monthly
9734;42;Male;Pennsylvania;Yes;6;PayPal;Quarterly
8283;48;Male;Arizona;Yes;6;PayPal;Quarterly
3510;62;Male;Louisiana;Yes;20;Venmo;Weekly
3361;62;Male;Virginia;Yes;99999;Cash;Weekly
1332;50;Male;Montana;Yes;39;Credit Card;Quarterly
4625;57;Male;Iowa;Yes;99999;Credit Card;Quarterly
6158;24;Male;Illinois;Yes;39;Venmo;Bi-Weekly
9317;59;Male;Alaska;Yes;23;Credit Card;Monthly
1562;63;Male;Colorado;Yes;41;PayPal;Bi-Weekly
4934;41;Male;New Mexico;Yes;50;Credit Card;Annually
1513;35;Male;Colorado;Yes;30;Debit Card;Quarterly
2307;34;Male;Arizona;Yes;32;Bank Transfer;Quarterly
1653;49;Male;Hawaii;Yes;35;Bank Transfer;Monthly
9506;43;Male;Illinois;Yes;45;Venmo;Bi-Weekly
1903;63;Male;Louisiana;Yes;37;Cash;Bi-Weekly
7644;38;Male;Iowa;Yes;45;Cash;Weekly
9509;59;Male;Washington;Yes;29;Cash;Quarterly
9991;35;Male;Oklahoma;Yes;27;Venmo;Bi-Weekly
1925;48;Male;Washington;Yes;36;Bank Transfer;Annually
5973;64;Male;Arkansas;Yes;9;Cash;Annually
2325;28;Male;Connecticut;Yes;38;Venmo;Bi-Weekly
7735;60;Male;Washington;Yes;41;PayPal;Annually
5706;27;Male;Maine;Yes;25;Debit Card;Every 3 Months
9780;56;Male;Michigan;Yes;37;Venmo;Fortnightly
5279;58;Male;Tennessee;Yes;3;PayPal;Annually
3419;30;Male;Louisiana;Yes;24;Credit Card;Every 3 Months
3472;23;Male;Missouri;Yes;49;Credit Card;Bi-Weekly
8977;33;Male;Michigan;Yes;3;Bank Transfer;Monthly
1602;63;Male;Alabama;Yes;42;Debit Card;Monthly
8017;70;Male;Massachusetts;Yes;32;Cash;Fortnightly
1193;70;Male;Indiana;Yes;33;Venmo;Fortnightly
4704;19;Male;West Virginia;Yes;46;Bank Transfer;Quarterly
9622;25;Male;Michigan;Yes;44;Venmo;Monthly
4445;19;Male;Pennsylvania;Yes;35;Credit Card;Every 3 Months
8341;25;Male;Alaska;Yes;45;Bank Transfer;Weekly
3462;60;Male;Massachusetts;Yes;37;PayPal;Bi-Weekly
8433;35;Male;North Dakota;Yes;40;Debit Card;Every 3 Months
8852;46;Male;Vermont;Yes;30;Cash;Every 3 Months
3512;41;Male;Kentucky;Yes;38;Venmo;Every 3 Months
2011;30;Male;Nevada;Yes;15;Debit Card;Every 3 Months
1657;44;Male;Utah;Yes;49;Cash;Monthly
4517;61;Male;North Dakota;Yes;40;Debit Card;Quarterly
3823;55;Male;Iowa;Yes;40;Debit Card;Weekly
2539;50;Male;Connecticut;Yes;5;PayPal;Weekly
5628;57;Male;Wisconsin;Yes;5;PayPal;Monthly
8441;51;Male;Idaho;Yes;5;Debit Card;Every 3 Months
5602;18;Male;Montana;Yes;1;Cash;Weekly
1591;63;Male;Connecticut;Yes;21;Venmo;Weekly
8512;34;Male;Idaho;Yes;18;PayPal;Annually
2352;25;Male;Arkansas;Yes;49;Cash;Quarterly
4421;46;Male;Iowa;Yes;27;Debit Card;Weekly
1781;59;Male;Louisiana;Yes;21;Venmo;Annually
2071;37;Male;Kentucky;Yes;19;Cash;Fortnightly
8315;49;Male;Massachusetts;Yes;23;Debit Card;Monthly
6950;22;Male;Virginia;Yes;26;PayPal;Fortnightly
1374;64;Male;New Hampshire;Yes;13;Bank Transfer;Bi-Weekly
4419;42;Male;New Hampshire;Yes;36;Bank Transfer;Quarterly
4362;37;Male;Oregon;Yes;39;Bank Transfer;Bi-Weekly
5498;26;Male;South Dakota;Yes;40;Debit Card;Fortnightly
3690;33;Male;Delaware;Yes;99999;Debit Card;Quarterly
7074;30;Male;Missouri;Yes;9;Venmo;Bi-Weekly
8692;21;Male;Alaska;Yes;7;Venmo;Every 3 Months
6363;22;Male;Florida;Yes;25;Bank Transfer;Annually
6774;63;Male;Mississippi;Yes;42;Venmo;Bi-Weekly
6097;33;Male;New Mexico;Yes;19;Debit Card;Weekly
9449;43;Male;California;Yes;41;Debit Card;Every 3 Months
4482;27;Male;Wyoming;Yes;50;Cash;Bi-Weekly
3572;35;Male;Missouri;Yes;43;PayPal;Monthly
6084;37;Male;New Hampshire;Yes;36;Venmo;Every 3 Months
1467;61;Male;Texas;Yes;33;Debit Card;Fortnightly
2449;32;Male;North Dakota;Yes;20;Bank Transfer;Every 3 Months
4608;62;Male;Arkansas;Yes;37;Venmo;Every 3 Months
1405;29;Male;Nebraska;Yes;12;PayPal;Every 3 Months
3164;41;Male;Minnesota;Yes;46;PayPal;Every 3 Months
1908;48;Male;Massachusetts;Yes;28;Venmo;Fortnightly
3429;43;Male;Arkansas;Yes;30;PayPal;Fortnightly
1155;34;Male;New Hampshire;Yes;28;Cash;Bi-Weekly
6128;45;Male;Rhode Island;Yes;20;Debit Card;Bi-Weekly
2529;65;Male;New Jersey;Yes;39;Bank Transfer;Every 3 Months
8650;61;Male;Montana;Yes;99999;Cash;Bi-Weekly
2370;18;Male;Colorado;Yes;99999;Credit Card;Every 3 Months
1739;47;Male;Nebraska;Yes;28;PayPal;Annually
4328;56;Male;Minnesota;Yes;27;Venmo;Quarterly
1254;64;Male;Minnesota;Yes;26;Venmo;Bi-Weekly
8888;26;Male;South Dakota;Yes;22;Credit Card;Fortnightly
2481;22;Male;West Virginia;Yes;99999;Bank Transfer;Every 3 Months
6378;64;Male;Nevada;Yes;21;Debit Card;Quarterly
9715;21;Male;North Carolina;Yes;36;Cash;Weekly
6794;67;Male;Illinois;Yes;42;Debit Card;Bi-Weekly
9863;46;Male;Michigan;Yes;4;Venmo;Monthly
6481;40;Male;Michigan;Yes;47;Credit Card;Annually
6494;51;Male;Oklahoma;Yes;13;Bank Transfer;Weekly
8576;35;Male;South Dakota;Yes;8;Bank Transfer;Quarterly
9939;56;Male;Oklahoma;Yes;11;Debit Card;Quarterly
1930;25;Male;Maryland;Yes;5;Venmo;Annually
6715;65;Male;Ohio;Yes;1;Credit Card;Monthly
2418;39;Male;Ohio;Yes;17;PayPal;Every 3 Months
6362;47;Male;Massachusetts;Yes;27;Venmo;Quarterly
3368;36;Male;North Carolina;Yes;3;Debit Card;Quarterly
3675;66;Male;Florida;Yes;22;PayPal;Weekly
8510;62;Male;Montana;Yes;24;Cash;Fortnightly
8536;41;Male;Minnesota;Yes;18;Debit Card;Quarterly
4628;66;Male;Massachusetts;Yes;39;Bank Transfer;Every 3 Months
4062;51;Male;Rhode Island;Yes;25;Credit Card;Fortnightly
8831;33;Male;Minnesota;Yes;6;Cash;Annually
9755;57;Male;Nevada;Yes;99999;Bank Transfer;Weekly
9853;45;Male;New Mexico;Yes;43;Debit Card;Fortnightly
3192;61;Male;North Carolina;Yes;6;Credit Card;Monthly
6908;55;Male;Virginia;Yes;6;Debit Card;Quarterly
7226;54;Male;Alaska;Yes;13;Cash;Quarterly
2971;57;Male;Nevada;Yes;13;PayPal;Monthly
5501;27;Male;Pennsylvania;Yes;11;Cash;Annually
3548;64;Male;Illinois;Yes;45;Venmo;Weekly
8198;52;Male;Delaware;Yes;99999;PayPal;Monthly
9366;19;Male;Vermont;Yes;8;Credit Card;Annually
8093;22;Male;Hawaii;Yes;34;Bank Transfer;Fortnightly
9598;18;Male;Illinois;Yes;40;Debit Card;Bi-Weekly
5011;29;Male;California;Yes;14;Debit Card;Bi-Weekly
9351;42;Male;Nevada;Yes;11;Credit Card;Quarterly
9029;49;Male;Kentucky;Yes;8;PayPal;Monthly
6419;49;Male;Alabama;Yes;8;Venmo;Every 3 Months
6254;55;Male;Wyoming;Yes;37;Venmo;Weekly
4297;29;Male;Massachusetts;Yes;23;Debit Card;Annually
5034;60;Male;Utah;Yes;38;Cash;Annually
5811;34;Male;New York;Yes;38;Cash;Quarterly
7743;30;Male;Vermont;Yes;12;Credit Card;Fortnightly
6168;28;Male;Hawaii;Yes;15;Cash;Weekly
9097;63;Male;Louisiana;Yes;38;PayPal;Fortnightly
6570;31;Male;Alabama;Yes;41;Bank Transfer;Every 3 Months
3320;46;Male;Louisiana;Yes;37;PayPal;Fortnightly
5780;70;Male;Indiana;Yes;16;Bank Transfer;Every 3 Months
8663;53;Male;Michigan;Yes;25;Venmo;Weekly
4887;50;Male;Rhode Island;Yes;18;Bank Transfer;Quarterly
4877;33;Male;Idaho;Yes;4;Credit Card;Bi-Weekly
6716;22;Male;Louisiana;Yes;12;Bank Transfer;Quarterly
8362;50;Male;North Carolina;Yes;35;PayPal;Fortnightly
5209;34;Male;New Jersey;Yes;45;Venmo;Weekly
9354;24;Male;Alabama;Yes;16;Credit Card;Monthly
6479;69;Male;Kentucky;Yes;10;Debit Card;Fortnightly
8633;39;Male;New York;Yes;34;Venmo;Annually
5086;42;Male;Arizona;Yes;43;Credit Card;Annually
7021;42;Male;Maryland;Yes;38;Debit Card;Weekly
5546;29;Male;Alaska;Yes;48;PayPal;Every 3 Months
2812;55;Male;Nevada;Yes;31;PayPal;Annually
5360;32;Male;Utah;Yes;20;Cash;Every 3 Months
1751;25;Male;New Mexico;Yes;99999;Credit Card;Fortnightly
3297;38;Male;Delaware;Yes;2;Bank Transfer;Weekly
5664;32;Male;Connecticut;Yes;30;Venmo;Every 3 Months
8911;43;Male;Mississippi;Yes;28;Venmo;Quarterly
5286;41;Male;Connecticut;Yes;40;Debit Card;Monthly
3725;56;Male;Florida;Yes;46;PayPal;Quarterly
8722;27;Male;New York;Yes;15;Credit Card;Weekly
1865;46;Male;Wisconsin;Yes;38;Cash;Every 3 Months
3157;48;Male;South Carolina;Yes;30;PayPal;Bi-Weekly
7397;52;Male;South Dakota;Yes;32;Debit Card;Bi-Weekly
1577;18;Male;Illinois;Yes;36;Venmo;Quarterly
3120;64;Male;Alaska;Yes;32;Credit Card;Weekly
3838;54;Male;Montana;Yes;14;Debit Card;Annually
2125;31;Male;Minnesota;Yes;8;PayPal;Monthly
8438;30;Male;West Virginia;Yes;27;Venmo;Bi-Weekly
3975;26;Male;Illinois;Yes;24;Debit Card;Monthly
8891;25;Male;Nevada;Yes;30;PayPal;Fortnightly
4159;59;Male;Idaho;Yes;34;Debit Card;Monthly
3306;55;Male;Colorado;Yes;28;Debit Card;Quarterly
4112;56;Male;Louisiana;Yes;27;Debit Card;Monthly
2516;62;Male;Vermont;Yes;31;Credit Card;Bi-Weekly
1752;35;Male;Mississippi;Yes;23;Bank Transfer;Annually
6057;51;Male;Georgia;Yes;11;Credit Card;Quarterly
4722;61;Male;Georgia;Yes;48;Cash;Quarterly
7788;27;Male;Nebraska;Yes;17;Cash;Monthly
9266;54;Male;Massachusetts;Yes;36;PayPal;Weekly
3096;31;Male;Colorado;Yes;33;Bank Transfer;Fortnightly
2301;24;Male;Nevada;Yes;27;PayPal;Bi-Weekly
7838;42;Male;Idaho;Yes;14;Credit Card;Fortnightly
6509;41;Male;Wyoming;Yes;5;Credit Card;Annually
5276;66;Male;Washington;Yes;47;Cash;Every 3 Months
6664;58;Male;California;Yes;28;Cash;Bi-Weekly
5998;43;Male;Oklahoma;Yes;11;Credit Card;Annually
2179;52;Male;Nevada;Yes;18;Credit Card;Weekly
6814;35;Male;Maryland;Yes;21;Debit Card;Weekly
8601;23;Male;West Virginia;Yes;22;Cash;Bi-Weekly
2110;25;Male;Illinois;Yes;33;Cash;Every 3 Months
5492;33;Male;Kentucky;Yes;49;Credit Card;Annually
4196;48;Male;Illinois;Yes;10;Debit Card;Every 3 Months
9087;42;Male;Alabama;Yes;18;PayPal;Weekly
2804;55;Male;Texas;Yes;28;PayPal;Fortnightly
3499;59;Male;Missouri;Yes;25;PayPal;Weekly
1669;65;Male;Pennsylvania;Yes;6;PayPal;Weekly
2675;59;Male;Missouri;Yes;44;Venmo;Bi-Weekly
8361;31;Male;Michigan;Yes;30;Venmo;Monthly
3028;49;Male;Kentucky;Yes;42;Debit Card;Quarterly
1819;53;Male;New Jersey;Yes;30;PayPal;Monthly
3364;48;Male;Delaware;Yes;33;Credit Card;Bi-Weekly
3637;23;Male;Missouri;Yes;24;PayPal;Quarterly
7761;68;Male;Connecticut;Yes;99999;Venmo;Monthly
8400;35;Male;Massachusetts;Yes;19;Debit Card;Monthly
8080;34;Male;Florida;Yes;23;Debit Card;Every 3 Months
8974;62;Male;Delaware;Yes;35;Cash;Monthly
5505;21;Male;California;Yes;22;Venmo;Monthly
2424;70;Male;Oregon;Yes;14;Credit Card;Quarterly
9912;55;Male;Alaska;Yes;47;Debit Card;Fortnightly
2048;43;Male;Missouri;Yes;50;Debit Card;Every 3 Months
4810;19;Male;Oklahoma;Yes;33;PayPal;Weekly
9973;47;Male;Wisconsin;Yes;7;Debit Card;Monthly
8224;26;Male;South Carolina;Yes;3;Cash;Monthly
5152;46;Male;Virginia;Yes;35;Credit Card;Every 3 Months
1345;19;Male;Arkansas;Yes;13;PayPal;Fortnightly
6983;49;Male;Vermont;Yes;42;PayPal;Fortnightly
1976;51;Male;Kentucky;Yes;5;PayPal;Annually
4396;64;Male;Colorado;Yes;23;Venmo;Annually
6517;67;Male;New Mexico;Yes;11;PayPal;Bi-Weekly
3049;37;Male;Colorado;Yes;23;Bank Transfer;Fortnightly
2387;40;Male;North Carolina;Yes;2;Credit Card;Every 3 Months
9153;38;Male;New Hampshire;Yes;99999;PayPal;Weekly
6605;66;Male;West Virginia;Yes;6;Bank Transfer;Bi-Weekly
9407;47;Male;Hawaii;Yes;45;Debit Card;Quarterly
3623;56;Male;North Dakota;Yes;25;Cash;Quarterly
9956;51;Male;Mississippi;Yes;24;Venmo;Quarterly
4859;25;Male;Maine;Yes;10;Venmo;Every 3 Months
2654;37;Male;North Dakota;Yes;7;Bank Transfer;Every 3 Months
7152;41;Male;Nebraska;Yes;1;Debit Card;Weekly
9879;64;Male;Nebraska;Yes;45;Venmo;Every 3 Months
2865;23;Male;Tennessee;Yes;37;Debit Card;Weekly
5208;62;Male;Wyoming;Yes;14;PayPal;Quarterly
5495;39;Male;Nevada;Yes;25;Debit Card;Monthly
4408;52;Male;South Carolina;Yes;18;Venmo;Annually
8218;50;Male;Virginia;Yes;37;Cash;Every 3 Months
1960;28;Male;Pennsylvania;Yes;30;Bank Transfer;Monthly
9932;67;Male;Hawaii;Yes;99999;Bank Transfer;Weekly
7143;41;Male;Ohio;Yes;49;Debit Card;Every 3 Months
5423;19;Male;Utah;Yes;48;Bank Transfer;Monthly
5822;70;Male;Minnesota;Yes;33;PayPal;Fortnightly
6110;49;Male;New Hampshire;Yes;44;Cash;Annually
